degree,n_terms,status,selected,cv_mean_R2,cv_std_R2,cv_mean_MAE,cv_std_MAE,cv_mean_RMSE,cv_std_RMSE,test_R2,test_MAE,test_RMSE
1,18,ok,True,0.7979918792102281,0.15958199155207584,0.07237372499651165,0.033096362663902555,0.14672556111591548,0.0719047522372367,0.9019208114201988,0.0533919714023231,0.10753533963632163
2,171,ok,False,-51.942218790064565,154.39568938089144,0.5389694395392138,1.0840957143171537,0.8856158271351114,1.7684462561097796,,,
3,1140,ok,False,-756946.456881917,2108066.176426214,24.703789079281968,39.760112037860516,100.33852119784599,212.2786549299117,,,
4,5985,skipped_intractable,False,,,,,,,,,
5,26334,skipped_intractable,False,,,,,,,,,
